녹지대명,녹지대분류,위도,경도
상도동삼호아아파트앞,기타,39.97597809592795,142.13016133340693
이문1동독구말지하차도,기타,40.07860863070505,142.24654640775006
독산지역(안천)녹지,완충녹지,39.94244344056624,142.05837690888822
시흥역~시흥대로,도로변녹지,39.96509986340056,142.05146090994435
노량진수원지앞녹지대,도로변녹지,39.996880375881574,142.12583235716886
동작대로분리녹지대,중앙분리대,39.96448991381506,142.1556926837124
신설동 마을마당,간이휴게소,40.05297049002864,142.20167510547824
전농3동 마을마당,간이휴게소,40.063200814759334,142.2341108955025
문화의거리 마을마당,간이휴게소,40.071696216979895,142.22597972948003
이문3동 마을마당,간이휴게소,40.0827820960828,142.24504918482813
용두동사거리녹지대,광장녹지,40.05853691212782,142.20890558847185
역촌재개발2녹지,경관녹지,40.086957986009814,142.08361256516935
신사녹지대,광장녹지,40.08281087179303,142.09168964232452
대방천수림대,기타,39.98524680728554,142.07322944378387
신도림역북측,도로변녹지,39.99347861020382,142.06201467919743
성산대교I.C,광장녹지,40.04283301654591,142.06643034556697
삼각지 녹지대,광장녹지,40.017873917345455,142.14897850254565
효창운동장 주변,도로변녹지,40.024491347002616,142.1366980549646
한남대교 북단 녹지,도로변녹지,40.011605409108455,142.18695467339438
전농4동 마을마당,간이휴게소,40.05827589751333,142.23438657360705
수색입구녹지대,광장녹지,40.06169300329154,142.0776124005348
푸른거리(성모병원-마포구,도로변녹지,40.04797627196944,142.08340933738705
구민회관,공공건물,40.049733862051,142.1835988267972
청와대 입구 녹지,광장녹지,40.064171073384635,142.15712162432052
서교동마을마당,간이휴게소,40.03286492422876,142.09489119918865
아현동로타리녹지대,광장녹지,40.03925141959324,142.13423689793598
푸른거리(아현중학교앞),도로변녹지,40.037139660330325,142.13250806075195
용마루고개녹지대,도로변녹지,40.024310646951356,142.1303054008421
용마루고개녹지대,도로변녹지,40.023713681925805,142.13164723122415
남부순환로,중앙분리,39.96458244679595,142.11795188321778
봉천복개로,노변분리,39.96769941650786,142.1100168699564
봉천복개로,노변분리,39.96508465638431,142.1201697928054
양평동가로공원,도로변녹지,40.02609450952337,142.0652377192649
국회앞지하차로,노변분리대,40.00932637108001,142.0926842836614
국회앞노변분리대,노변분리대,40.01069289267917,142.0913767953077
공항입구녹지대,광장녹지,40.047460178458905,141.9770670587697
행주ic녹지대,광장녹지,40.07596756831657,141.97838965489436
화곡ic녹지대,광장녹지,40.048860742463845,142.0310022228285
한산중학교,건물조경,40.00699703259383,142.32100200410585
성내초등학교,건물조경,40.01020905693452,142.30244586229733
성내초등학교,건물조경,40.01005970143393,142.30276127699813
한남대교입체교차로 녹지대,광장녹지,40.002099931458595,142.19345263996135
반포ic입체교차로녹지대,광장녹지,39.98462601584537,142.19347914781096
반포ic입체교차로녹지대,광장녹지,39.98439347986966,142.19499166121423
서초ic녹지대,광장녹지,39.963545106620984,142.20240894941102
서초ic녹지대,광장녹지,39.964974866964106,142.20191956179417
강변로변녹지대(합정동),도로변녹지대,40.033572694984656,142.07669542029953
선사주거지앞 녹지,광장녹지,40.03705564347133,142.31215821665936
암사동 소규모 화단,광장녹지,40.02986535366993,142.32177475422245
강동구 걷고싶은 거리,광장녹지,40.03165070247689,142.33891013638538
원터가로공원 녹지,광장녹지,40.024935493188806,142.3382604434821
둔촌로 가로녹지,광장녹지,40.00129521118982,142.31492491779673
명일초등학교앞 녹지,광장녹지,40.03293964604645,142.32345859184366
보훈병원앞 녹지,광장녹지,40.00675611385254,142.3267447117821
강동대로 녹지,광장녹지,40.00554573532547,142.30253305743426
강동대로 녹지,광장녹지,40.00379167666155,142.30640195425423
강동대로 녹지,광장녹지,40.0030126651169,142.30811285559014
강동대로 녹지,광장녹지,40.00283594916047,142.30850010919622
강동대로 중앙분리대,중앙분리대,40.00175619555556,142.31068959033306
강동대로 중앙분리대,중앙분리대,40.002894727421946,142.30818071794764
올림픽대로녹지대,도로변녹지,40.005836441154024,142.2861870952611
올림픽로 분리대,중앙분리대,39.99285432020365,142.2791246545026
길동 로타리 녹지,광장녹지,40.012689532224734,142.31975356729325
강동대로 중앙분리대,중앙분리대,39.99649151052407,142.32229418702016
강동대로 중앙분리대,중앙분리대,39.99830084392678,142.31830843229554
강동대로 중앙분리대,중앙분리대,39.99866460404619,142.31750126164272
천호대로 수림대,수림대,40.0187170410025,142.33968794567176
천호2동 휴식광장,간이휴게소,40.0272508373712,142.3202235998189
천호동 마을마당,마을마당,40.01533173097868,142.3114876934931
잠실대교,광장녹지,40.00947088000985,142.26680022750386
명일동 상업지구내 녹지,광장녹지,40.03039113451337,142.33585430822828
삼성역녹지대,가로녹지대,39.98912555407419,142.23987910769523
양재천변녹지대,가로녹지대,39.966326223390304,142.2275881286355
양재천변녹지대,가로녹지대,39.96887262570143,142.23217132975347
매봉터널녹지대,가로녹지대,39.97311087411356,142.2237982817442
수서ic녹지대,가로녹지대,39.97238944471116,142.27440374347785
성내천둔치공원(오금동),하천변조경,39.97918675995256,142.31938927952476
올림픽대로주변,수림대,40.0046808893146,142.2839833541229
세곡동녹지대,가로녹지대,39.942840149814174,142.28455359789027
구청사,공공건물,40.01001877673988,142.06761000552817
교통섬,기타,40.023331682309696,142.06225011580455
원효녹지대,광장녹지,40.01526082053802,142.13165620283377
강변북로가로녹지,도로변녹지,40.01036139604867,142.12773102868775
구의현대(아)전면,광장녹지,40.01777824114674,142.27726486266846
광나룻길 걷고 싶은 거리,도로변녹지,40.02499092905483,142.26136997252965
봉천복개로,노변분리,39.964803361222266,142.12255747988235
봉천복개로,노변분리,39.96667940288323,142.11286339575548
봉천복개로,노변분리,39.965556272001514,142.11819573739552
성동교 아래,중앙분리대,40.03410863004655,142.22198406966191
성수대교 앞,중앙분리대,40.02179599051103,142.21513126211138
둔촌동 로타리 녹지,광장녹지,40.00064302756411,142.31402551747883
낙성대,도록변녹지,39.95777008354741,142.13194127502638
올림픽로 분리대,중앙분리대,39.99167589714619,142.2749101850531
양재천변녹지대,가로녹지대,39.96567976342081,142.22710606751522
낙성대,도록변녹지,39.953035693467136,142.13053422010552
길동 로타리 녹지,광장녹지,40.012676776466535,142.3192880733909
선사주거지앞 녹지,광장녹지,40.03519946171324,142.311114523461
선사주거지앞 녹지,광장녹지,40.03945343226208,142.3136268147042
강동대로 중앙분리대,중앙분리대,40.00651911649932,142.300183671368
강동대로 중앙분리대,중앙분리대,39.99903076401642,142.31669278768408
천호대로 수림대,수림대,40.017821128192395,142.33725379796275
송정마을,휴게소,40.035256439210166,142.24879567105157
구의현대(아)전면,광장녹지,40.016916084821496,142.2757195034844
여의도일원,수벽,40.00198962601468,142.09547618940312
남부순환로수벽,수벽,39.95635019710063,142.167785791531
가락사거리녹지대,도로변녹지,39.9777777825331,142.2931631227556
탄천2교녹지대,도로변녹지,39.98367309183943,142.25297317300067
올림픽로 분리대,중앙분리대,39.99225529880928,142.27874546628664
구리시계,광장녹지,40.03722488589257,142.29435536249093
선사주거지앞 녹지,광장녹지,40.035201355291846,142.3110550644359
봉천복개로,노변분리,39.966034001509854,142.11450261980974
독서당길 주변,도로변녹지,40.03494100536449,142.21212054370736
행당2동 마을마당,휴게소,40.03983623566753,142.20694418800568
낙성대,중앙분리대,39.957861020422584,142.13173993263408
금호터널 남측,도로변녹지,40.03021324160508,142.19238507534158
하왕십리2동마을마당,휴게소,40.042153441745974,142.20631813949979
성수2가1동 마을마당,휴게소,40.0164135333461,142.22946780230566
봉천복개로,노변분리,39.965044286661836,142.12262174557534
한대앞 광장,도로변녹지,40.0387355271551,142.21814642814766
성수2가마을마당,휴게소,40.016221944652855,142.23435051912438
천호대로,수벽,40.0270169028617,142.27602614546868
강변로변,수벽,40.01202584779835,142.23861902798464
강변로변,수벽,40.00719608763762,142.25368815115263
군자역사,지하철환기구주변,40.03650972043077,142.25903820743432
천호대교북측,광장녹지,40.024033974627635,142.286388323294
화양시장앞,광장녹지,40.02766580402748,142.25181732481374
서울대고개,수벽,39.95148358554411,142.12307381066108
군자교~중랑천변,수림대,40.038805430804985,142.24860390480146
선경(아)앞,광장녹지,40.04864752663319,142.2664747962003
광장동워커힐앞 입구,광장녹지,40.030638167806075,142.28983912963096
점마을 입구,광장녹지,40.04297875133144,142.31497564550574
봉천본동마을마당,간이휴게소,39.96904354075066,142.10769229993357
봉천동1-490,간이휴게소,39.97249425759954,142.13022863877964
봉천동196-309,간이휴게소,39.95738528786252,142.13423002007963
신림동197-69,간이휴게소,39.96158035326642,142.09116797450073
양화대교I.C,광장녹지,40.029899346364324,142.0823513964518
양화대교I.C,광장녹지,40.02963653938028,142.0833473077765
난지도길 가로녹지,도로변녹지,40.05168346350427,142.06610397491457
길동 로타리 녹지,광장녹지,40.012048115615414,142.3195422343238
길동 로타리 녹지,광장녹지,40.01219870606415,142.3190451027748
한남동 로타리 녹지대,광장녹지,40.02844253281905,142.17955874621572
광장동 사거리,광장녹지,40.0204214613884,142.27589655043224
능동로상징보행가로,광장녹지,40.03338162096002,142.25714743097848
동작대로,수벽,39.94503387389008,142.16114848218945
낙성대,중앙분리대,39.95611604325122,142.13170710287014
낙성대,중앙분리대,39.95463133631871,142.13124560021396
강동대로 중앙분리대,중앙분리대,40.004928815797655,142.3036901763359
거여동길수벽,수벽,39.996359254886336,142.32448800288392
장안평역 주변,지하철환기,40.04115067921055,142.2439962856193
능동로상징보행가로,광장녹지,40.035803785804546,142.25832314933035
노들길변,수벽,40.02647018376896,142.0647467561856
노들길수림대,하천변조경,39.998920570263614,142.0949854752757
내곡ic녹지대,광장녹지,39.93690033113688,142.25066544380476
가양대교북단주변녹지,도로변녹지,40.05847938380181,142.04016378139838
성산로변녹지,도로변녹지,40.049224409100745,142.0888391307619
동교로타리녹지대,,40.04179224317899,142.1009790463689
독막길걷고싶은거리,,40.02389384066451,142.11966054114515
jc공원,휴게소,40.00190538672592,142.29514080799274
구의회 주차장,건물조경,40.00779274069503,142.3070862743529
봉천복개로,노변분리,39.96517202029974,142.1215374407787
뚝섬역 앞,도로변녹지,40.02879444144147,142.2228474392013
삼표골재 앞,중앙분리대,40.025089530555185,142.21407429206954
여의도,수림대,40.000109665317666,142.1050366092488
가락사거리녹지대,도로변녹지,39.97696307207992,142.29145390435718
독막길걷고싶은거리,,40.02515313107476,142.1213155982036
풍납2동현대(아)소공원,휴게소,40.007452196703035,142.2990342220086
강변역 가로화단,기타,40.01548619079236,142.27409085068822
낙성대,도록변녹지,39.95460373530407,142.1314316771769
용산선철로연변,수벽,40.047966046658594,142.0949413659094
강동구 구민회관,건물조경,40.02405097124417,142.32287870817737
공항로변수벽,수벽,40.04157185377154,142.01927586141895
개화동길수벽,수벽,40.056952840564094,141.97473607260977
남부순환로,중앙분리,39.96694167252834,142.1097847997003
광장동천호대로,수림대,40.02364145975989,142.28563503559585
만리재길녹지,,40.02853705167079,142.13213130776478
의주로중앙분리대,중앙분리대,40.04264386274226,142.14661083777455
훈련원로가로분리대,노변분리대,40.043091069020406,142.17999475058522
훈련원로가로분리대,노변분리대,40.042578140342485,142.18002314556904
제기동 234-2,기타,40.06404175588031,142.21298047339178
신림동197-92,간이휴게소,39.961124258359774,142.09160324101086
신림동 산197-61,간이휴게소,39.96086883090575,142.08798464914014
강동구 구민회관,건물조경,40.02433614775732,142.32283234998204
발산동휴식공간,기타,40.03880241871115,142.0034136405971
강동구 보건소,건물조경,40.00782219274043,142.3054369012743
가양대교북단주변녹지,도로변녹지,40.05898650726773,142.03935341786385
개화동길수림대,수림대,40.06382536512183,141.97177956754052
가양대교북단주변녹지,도로변녹지,40.05840946121792,142.04004711304802
성산대교I.C,광장녹지,40.03979134586483,142.06860120053844
공항로벽수벽,수벽,40.03693947709018,142.03348037916143
강변북로연결광장녹지,광장녹지,40.046040875793004,142.06111287670288
제기동 137-482,기타,40.068469928682234,142.21582151163219
낙성대,도록변녹지,39.95693400475609,142.1315453620325
여의도,수림대,40.010263288194245,142.1049436068471
여의도,수림대,40.000581867480136,142.1105242874076
도봉산입구 녹지대,분리대,40.16771852623827,142.22436832739714
도봉1동마을마당,마을마당,40.166370934860296,142.22359798973466
성원아파크트옆 녹지대,광장녹지,40.12958232513833,142.25183216520665
자투리녹지(구산동),자투리녹지,40.09315391028588,142.08209986563264
구청사,공공건물,40.08541484653091,142.10543456774758
신사2동 마을마당,휴게소,40.07721433255638,142.08311730881826
훈련원로가로분리대,노변분리대,40.04067858626862,142.1798073793919
흥인파출소옆 녹지대,광장녹지대,40.05051761540474,142.19398663288433
신당4동 자투리녹지대,광장녹지,40.03850636602211,142.18995822865767
충정로역 교통섬 녹지대,광장녹지,40.04134994983536,142.1392227356166
필동마을마당,휴게소,40.03911641863161,142.17293908986642
원구단,문화재주변,40.04712087912752,142.15636771435095
유원아파트앞녹지대,도로변녹지,40.04948084993263,142.0866472277952
중동마을마당,간이휴게소,40.05726722789745,142.07725117046758
불광마을마당,휴게소,40.1015691668056,142.10355252503757
자유로분리대,,40.05873457204038,142.03896365783885
신암중학교,건물조경,40.03461141860422,142.31461458174311
한남대교입체교차로 녹지대,광장녹지,40.001785494967145,142.1936648162734
반포ic입체교차로녹지대,광장녹지,39.98498659778788,142.1947616172788
한남대교녹지대,가로녹지대,40.00267029055054,142.1948605367024
강남역녹지대,가로녹지대,39.9792392319174,142.20369471025302
수서ic녹지대,가로녹지대,39.97140244832556,142.27643127652954
중지도,도로변녹지,39.99979285129356,142.13292772694592
경부7철도변,완충녹지,39.94170125866903,142.06219205764705
동작대로분리녹지대,중앙분리대,39.97463416193546,142.15678382019829
서부역앞녹지대,광장녹지,40.03726878550721,142.14369909835634
을지로6가녹지대,광장녹지,40.046645206373796,142.18539724908788
퇴계로5가녹지대,광장녹지,40.044264743753715,142.17944114771004
독산지역(안천)녹지,완충녹지,39.941004304825626,142.05770875685687
구청사주변녹지,공공건물,39.99471551810388,142.11325815591218
상도동삼호아아파트앞,기타,39.97611648446648,142.12970679384702
자하문 주변,문화재 주변,40.07446469676563,142.1443505235475
동십자각 주변녹지,문화재 주변,40.05785402092272,142.1563083013293
사천교녹지대,녹지광장,40.051231523692934,142.09241244179938
중량천변경관 수림,수림대,40.10044572590312,142.25323487668874
남산3호터널입구 녹지대,광장녹지,40.02714596675755,142.16393946593
양재천변녹지대,가로녹지대,39.96613229421035,142.22799332973116
시흥동녹지,경관녹지,39.935745036564214,142.08636094691536
성수변전소앞,도로변녹지,40.02653994828723,142.22955293350813
둔촌동 로타리 녹지,광장녹지,40.00049919282231,142.31405733549414
길동로타리 녹지,광장녹지,40.01230984434376,142.31909292733187
효자동 녹지,광장녹지,40.065270405104,142.1500946664915
사직 터널 녹지,광장녹지,40.05560802803077,142.14185814408498
세종로 녹지,광장녹지,40.0524699797978,142.15297043788223
세종로 녹지,광장녹지,40.05156716762445,142.15399282906833
창성동 녹지,광장녹지,40.061941096175055,142.15027745290547
경운동 분리대,분리대,40.056741739939405,142.16393744611977
청계8각 가각 수벽,수벽,40.05307164884339,142.20120885459912
자하문 주변,문화재 주변,40.07004266408433,142.14584534447607
칠궁 주변 녹지,문화재 주변,40.06603945458927,142.14938264456094
구청사 녹지,공공건물,40.05455573193214,142.155775143851
종로선3개소,지하철환기구주변,40.052006318764334,142.1616697868183
대흥동마을마당,간이휴게소,40.03468752082392,142.1198342771568
푸른거리(아현초등-마포교),도로변녹지,40.02944428143812,142.12799978815931
마포대교I.C,광장녹지,40.02070870787042,142.11599053228647
푸른거리(아현초등-마포교),도로변녹지,40.022399154946996,142.1204510666365
종로선3개소,지하철환기구주변,40.0525278472776,142.17955165646683
동대문 주변 녹지,문화재 주변,40.0522462719904,142.18741174760967
보신각 주변 녹지,문화재 주변,40.05145990340122,142.16028365406123
연남1 간이휴게실(철로변),간이휴게소,40.043225388167706,142.0986429126293
중계동 411-10,자투리땅 녹지,40.13168669772442,142.2548605344042
월계동 66-11,자투리땅 녹지,40.09691856971658,142.24579455620935
화랑로제1지구 수림대,수림대,40.1015711092878,142.27034710960498
태릉입구 휴게소,휴게소,40.09944107093664,142.26567100209775
다우리마을마당(상계5동),휴게소,40.141893982125445,142.24899364178643
중량천변경관 수림,수림대,40.141096214651846,142.23452999595798
면목유수지사거리,도로변녹지,40.06114063435908,142.25974941250718
면목유수지사거리,도로변녹지,40.06120578790545,142.26048297575394
98마을마당(상봉마을마당),휴게소,40.07849456362359,142.2670540961135
중화(중랑천)마을마당,휴게소,40.0807846564552,142.2547825880202
발산역휴식공간,기타,40.043245260198375,142.00810097871397
방화로변녹지대,도로변녹지,40.05556539191852,141.98732981594318
방화로중앙분리대,중앙분리대,40.052382134293325,141.98749453845002
푸른거리(아현초등-마포교),도로변녹지,40.02420643819919,142.12314357375269
푸른거리(아현초등-마포교),도로변녹지,40.02441195709419,142.12431683806898
푸른거리(아현초등-마포교),도로변녹지,40.023845063294246,142.12332845809314
푸른거리(아현초등-마포교),도로변녹지,40.027789000071216,142.12713908342408
종묘시민광장녹지,광장녹지,40.05290676011722,142.1728010333312
강동대로 녹지,광장녹지,40.00083810068058,142.31290623579096
강동대로 중앙분리대,중앙분리대,40.003663547809815,142.30648995712426
천호동 휴식광장3,간이휴게소,40.016002879742786,142.31085852414625
상계동 434-8,자투리땅 녹지,40.14168386232212,142.25014851957025
만리재길녹지,,40.0291603280268,142.13292546328327
훈련원로가로분리대,노변분리대,40.04225077420748,142.18003777566406
수서차량기지집입로,가로녹지대,39.96513764866602,142.28328881589027
강변북로수림대,수림대,40.0056152750061,142.13131551034667
중지도,도로변녹지,39.99970675577016,142.1332175850487
성동교~삼표골재앞,수림대,40.02871746588457,142.21480894726704
성수1가1동(장미노인정),기타,40.019913213375055,142.2239062955088
시흥I.C 녹지,광장녹지,39.96239886012708,142.07100029501618
안양천둔치,하천변조경,39.952645225613864,142.053764331915
위생병원앞 교통섬,광장녹지,40.07036012166382,142.24285749839447
장안1동 마을마당,간이휴게소,40.042567236958725,142.23874489835666
강동구청,건물조경,40.00919801520793,142.3040788430001
서초ic녹지대,광장녹지,39.9654269435984,142.2021475511683
양재역녹지대,광장녹지,39.96468942680422,142.2093496335866
송파대로 분리대,노변분리대,39.97848286585055,142.2916764550997
약진로 수벽,수벽,39.94918170402888,142.30811918085126
특전사진입로 수벽,수벽,39.95742446523044,142.30896380506508
강동대로 중앙분리대,중앙분리대,39.99667584830017,142.3218896360273
광희녹지대,광장녹지,40.04611359531486,142.1815425302295
성내천둔치공원(오금동),하천변조경,39.97761537687022,142.32318443850826
석계역주변 녹지대,도로변녹지,40.094711991304294,142.24760786332877
홍대앞걷고싶은거리,,40.037866572036165,142.097198514591
올림픽로 분리대,중앙분리대,39.99111518408958,142.26563048163243
창동 초등학교 옆 녹지대,도로변녹지,40.135063217999544,142.22721297167183
도봉산입구 녹지대,분리대,40.167783269800196,142.22499309005826
방학4거리녹지대,광장녹지,40.14075697677391,142.2415527456402
정릉고가아래 가로휴식공간,도로변녹지,40.08890572058148,142.18057096917542
청계로녹지대,광장녹지,40.05329039748865,142.21468963816554
장한동로터리녹지대,광장녹지,40.05192498931331,142.25166341010248
전농동로터리녹지대,광장녹지,40.057321005851854,142.23720340740107
답십리녹지대,광장녹지,40.04502918010805,142.23626431528277
용두1동답십리지하차도,기타,40.05728810497433,142.22476088535757
역촌재개발1녹지,경관녹지,40.087211406786174,142.08175286553706
합정로변 푸른거리,,40.03659717382216,142.08550339268285
자투리녹지,기타,40.0539530978089,141.98080225468055
양화ic,광장녹지,40.02058896204136,142.07263368887493
양화ic,광장녹지,40.022584463518164,142.07193203583304
양화ic,광장녹지,40.02015138455183,142.07432030565184
성산ic,광장녹지,40.029095335946444,142.0593567720315
테헤란로분리대,분리녹지대,39.984498327612684,142.22429895476182
백제고분로 분리대,중앙분리대,39.99451688147906,142.25575992353671
우이천변제2녹지,하천변 녹지,40.11268823869596,142.22138633602026
성수1가2동671-9,기타,40.03047627584739,142.22271889417817
성수1가1동366-1,기타,40.017297371840975,142.22662785924285
신월 I.C,일반녹지,40.01140666197369,142.00410778190658
방학동 녹지대,광장녹지,40.14266513112643,142.22365309500955
양화대교I.C,광장녹지,40.031991221255915,142.07992322198763
난지도길 가로녹지,도로변녹지,40.061284530296454,142.05391633940954
용산선철로연변,수벽,40.042030998008656,142.09957617332327
독막길걷고싶은거리,,40.025656317125495,142.12197812431154
장미(아)소공원,휴게소,39.9974208119078,142.28180514057146
송파2동마을마당,휴게소,39.98523947545658,142.2967782962366
음식물재활용센타,건물조경,40.04766498680917,142.34056528521526
금호터널 남측,도로변녹지,40.03035724363243,142.19229131604288
연세대앞녹지대,녹지광장,40.042891973198884,142.11549286106685
독립문주변녹지대,녹지광장,40.05364558324347,142.13640241280578
미도파4거리 녹지대,광장녹지,40.13408432322268,142.2427041639648
면목유수지사거리,도로변녹지,40.06089538162319,142.2604718613442
면목천길 녹지대,도로변녹지,40.07082697477926,142.2666623268635
푸른거리(아현초등-마포교),도로변녹지,40.02860059978335,142.12779346077465
푸른거리(아현초등-마포교),도로변녹지,40.03264663446375,142.13045969013763
동부간선도로,수림대,40.04936333717908,142.25857465078008
신길2동마을마당,휴게소,39.994842445787064,142.08671580545553
서초로수벽,수벽,39.973849071436725,142.18583489129205
영동교 북측,도로변녹지,40.014446146805106,142.23701214306658
수색로변분리대,수벽,40.05479522602839,142.08394155941522
한남동로터리녹지대,광장녹지,40.0280447422494,142.1793581556114
봉원천변녹지,도로변녹지,40.02638395299919,142.1038087235419
양화로푸른거리,도로변녹지,40.033632558739974,142.0892924313502
양화로푸른거리,도로변녹지,40.03642122685331,142.0933363182436
양화로푸른거리,도로변녹지,40.03747324503408,142.094871517934
양화로푸른거리,도로변녹지,40.0409623547118,142.09947334363014
양화로푸른거리,도로변녹지,40.03529545200647,142.09111222931557
양화로푸른거리,도로변녹지,40.035037058444594,142.0907342276328
연남동가로공원녹지,중앙분리대,40.045486565702696,142.09867652135304
연남동가로공원녹지,중앙분리대,40.046108053433755,142.0981945805313
명일역 마을마당,마을마당,40.03093472221073,142.32558802767386
강동구청,건물조경,40.008532891548185,142.30399420801095
왕십리길,수림대,40.03930231655579,142.21639220231484
상도4구역녹지,경관녹지,39.98017571864818,142.12670948891318
선사주거지앞 녹지,광장녹지,40.03783263082923,142.31253240461254
대학로변 녹지,광장녹지,40.056748200862636,142.15475889741228
종묘시민광장녹지,광장녹지,40.052844028308655,142.17156940447157
자하문 주변,문화재 주변,40.07070479549862,142.1452543683711
자유로변녹지대,도로변녹지,40.04892851442746,142.05642748692847
종로선3개소,지하철환기구주변,40.051643782659475,142.16233893720727
성내초등학교,건물조경,40.00997545693292,142.3024629126017
중량천변경관 수림대,수림대,40.12183550870071,142.23918236154182
공릉동 715,녹지량확충및향토,40.106529169407224,142.25001815741993
면목유수지사거리,도로변녹지,40.06133107758242,142.25994743536515
면목천길 녹지대,도로변녹지,40.06569305305168,142.26422710592493
영동교 북측,도로변녹지,40.01482337505418,142.23687684873897
테헤란로분리대,분리녹지대,39.98562671080491,142.22842963794125
오류I.C녹지대,도로변녹지,39.98245860632684,142.0175773925601
개화ic녹지대,광장녹지,40.06858009245904,141.9685348107664
숭덕,도로변녹지,40.08452328308894,142.19486334961098
가로공원녹지대,중앙분리대,40.022435122941324,142.00946638100996
봉천복개로,노변분리,39.965943552778484,142.113982147633
국회앞노변분리대,노변분리대,40.011515585446986,142.09058396248938
선사주거지앞 녹지,광장녹지,40.03580024993846,142.31162294342894
강동대로 중앙분리대,중앙분리대,39.99700681511184,142.32115885093114
신설동 교통섬,광장녹지,40.05622118122198,142.20186435256176
서소문별관녹지대,,40.04614119858032,142.150397191269
삼각산분수대녹지,광장녹지,40.09732888128641,142.21010928300646
미아5동자투리녹지,도로변녹지,40.09668272911538,142.20493509586498
미아5동자투리녹지,도로변녹지,40.09292175558514,142.20449151117887
아카데미진입로,수벽,40.12584125387773,142.18497352981328
서빙고지하차도앞,도로변녹지,40.000612446391955,142.16802655448683
장한동로터리녹지대,광장녹지,40.05207216238479,142.25107070267035
소나무동산,도로변녹지,39.99014397897198,142.24917447093583
동작대로분리녹지대,중앙분리대,39.97047999059309,142.15633494418194
옥수마을마당,휴게소,40.026413800521894,142.19368010675672
테헤란로분리대,분리녹지대,39.98954625717894,142.2428020558731
강동구청,건물조경,40.00910207824843,142.30430047244852
강남역녹지대,가로녹지대,39.97855569870245,142.20398934759203
본관옆 녹지대,도로변녹지,40.133086894428736,142.22703368836176
신답육교녹지대,광장녹지,40.050990809888795,142.22851481541875
중랑천변 녹지대,하천변 조경,40.129430996216385,142.23622601263355
장안3거리녹지대,광장녹지,40.05837273582319,142.25208673629947
제기역녹지대,광장녹지,40.058931527295194,142.2119042180091
미아6동녹지,도로변녹지,40.09641840249798,142.19961006748477
마을마당,휴게소,40.12586383276553,142.1870336896359
큰마을마당,휴게소,40.103940728071954,142.20188266232617
신월복개천,일반녹지,40.006603138155484,142.02179830174424
남부순환로변 수림대,수림대,40.00049130255001,142.01009922666037
시청사주변녹지,,40.04807434122239,142.15535525874805
장위1동 마을마당,간이휴게소,40.098214788389726,142.22867448847907
삼일고가녹지대,광장녹지,40.04200256680728,142.16568669052035
퇴계로5가녹지대,광장녹지,40.04476193766974,142.17992931629897
퇴계로5가녹지대,광장녹지,40.044263067553615,142.17994924197214
대경빌딩앞녹지대,광장녹지,40.042333929148505,142.15107401557134
통일로,노변분리대,40.1285886417566,142.08616339637103
장충녹지대,광장녹지,40.04132774812831,142.18262524316043
무궁화회관앞녹지대,광장녹지,40.049701846266125,142.19351023527742
미아5동자투리녹지,도로변녹지,40.09313357464502,142.20568068941856
시흥대로(가로수아래),도로변녹지,39.94166238465884,142.07046055604695
불광천변조경,하천변조경,40.06709016715664,142.0848792250961
샛별녹지대,광장녹지,40.04766063780532,142.24653061821144
신정사거리,일반녹지,40.006078106202835,142.0225320263633
목동교통광장,일반녹지,40.01428639267535,142.0355464918395
안양천변 지하차도,일반녹지,39.99333170626052,142.04313224735634
안양천변 지하차도,일반녹지,39.99395080033276,142.0435160916362
남부순환로변 수림대,수림대,40.003028355816014,142.00866648810603
남부순환로변 수림대,수림대,40.00146580928944,142.0096985537647
가로공원,분리녹지,40.02138418204544,142.00314510544723
남부순환로변 수림대,수림대,39.99822073610206,142.01115927286403
서초로수벽,수벽,39.9760971169785,142.1930648349578
서울광장,,40.047363438135285,142.15439431417744
양재천변녹지대,가로녹지대,39.969148106310975,142.23294435786983
헌능로중앙분리대,중앙분리대,39.93590203983972,142.2427264490324
헌릉로변녹지대,도로변녹지,39.94154690174029,142.262688623612
전농동 128-128,기타,40.06220729418718,142.22963262948932
서울대 앞,도로변녹지,39.94976189449649,142.1203657997968
신정제2유수지옆,일반녹지,39.99512273538462,142.0433238358959
경인지하차도,분리녹지,40.01549893033953,142.0500308406402
양화ic,광장녹지,40.019855732403144,142.0738388817693
반포ic입체교차로녹지대,광장녹지,39.98325303710223,142.19397034273504
양재ic녹지대,광장녹지,39.94446989705908,142.21352878801915
한천로변,수벽,40.107721086749926,142.22666895115015
성동교옆,도로변녹지,40.032120563397335,142.2226371371562
양재ic녹지대,광장녹지,39.94393307659793,142.21600207256137
안양천변 지하차도,일반녹지,39.99348924884274,142.04317464360707
세종로녹지대,,40.0528703785952,142.1530547667831
미아사거리교통섬,도로변녹지,40.08885214274057,142.20944031237838
둔촌동 마을마당,마을마당,40.00712354041076,142.31995788802706
행당1동마을마당,휴게소,40.03825133110538,142.2182411613575
양재ic녹지대,광장녹지,39.94376761110207,142.21640155526143
헌릉로변녹지대,도로변녹지,39.93909967661467,142.25299281675666
염곡사거리,분리녹지,39.94678310031647,142.21762973425078
서초로중앙분리대,중앙분리대,39.97730712906522,142.198013636818
서초로중앙분리대,중앙분리대,39.97688649453424,142.1964486477479
