"고유번호","녹지대ID","녹지대명","주소한글","녹지대분류","녹지대조성년도","녹지대면적","조경량","구명","구코드","X 좌표","Y 좌표"
"165","0","합정로변 푸른거리","2003.하반기 완공예정","","0","0E-8","0E-8","마포구","440","191555.193","451439.591"
"169","0","마포구청내","","공공건물","0","1925.00000000","0E-8","마포구","440","191914.811","451615.256"
"176","0","","","","0","0E-8","0E-8","영등포구","560","194069.346","446711.708"
"179","0","신도림역북측","","도로변녹지","0","1200.00000000","0E-8","구로구","530","190312.611","445597.231"
"181","0","원효녹지대","이촌동173-1일대","광장녹지","0","19192.00000000","0E-8","용산구","170","195799.583","447931.742"
"188","0","송정제방","송정제방","수림대","0","17987.00000000","0E-8","성동구","200","204283.587","450223.432"
"200","0","성산대교I.C","","광장녹지","0","35544.00000000","0E-8","마포구","440","190914.051","450616.148"
"202","0","구청앞사거리","","도로변녹지","0","304.00000000","0E-8","구로구","530","190139.285","443981.64"
"203","0","흑석2구역녹지","흑석동 269외 7필지","경관녹지","0","292.00000000","0E-8","동작구","590","197053.125","445089.091"
"115","0","을지로입구녹지대","을지로1가R","광장녹지","0","1487.00000000","3316.00000000","중구","140","198504.522","451862.643"
"201","0","대방천수림대","신길3동외","기타","0","6720.00000000","0E-8","영등포구","560","191317.39","444735.065"
"148","0","중량천변경관 수림","","수림대","0","77200.00000000","303764.00000000","노원구","350","204920.713","461098.411"
"106","0","장위동향나무쉼터","장위동 223-7외 3필지","간이휴게소","0","431.00000000","959.00000000","성북구","290","204062.376","457371.156"
"123","0","남대문","남대분로4가 29","문화재 주변","0","22324.00000000","0E-8","중구","140","197811.944","451158.031"
"205","0","상도5구역녹지","상도동 408-2외 2필지","경관녹지","0","851.00000000","0E-8","동작구","590","196554.693","443881.674"
"208","0","둔촌동 로타리 녹지","둔촌돈522외 7필지","광장녹지","0","2830.00000000","0E-8","강동구","740","211878.327","446933.032"
"93","0","올림픽로 분리대","","중앙분리대","0","0E-8","0E-8","송파구","710","209691.856","446337.019"
"94","0","올림픽로 분리대","","중앙분리대","0","0E-8","0E-8","송파구","710","209892.185","446421.721"
"95","0","","","","0","0E-8","0E-8","송파구","710","210108.62","446428.884"
"96","0","위례성길 분리대","","","0","0E-8","0E-8","송파구","710","210507.584","446211.758"
"97","0","","","","0","0E-8","0E-8","송파구","710","210627.762","446198.295"
"99","0","탄천제방수림대","","수림대","0","72000.00000000","0E-8","송파구","710","206921.733","444806.567"
"100","0","탄천제방수림대","","수림대","0","72000.00000000","0E-8","송파구","710","209099.296","443886.77"
"1","0","영등포ic","","도로변녹지","0","16145.00000000","0E-8","영등포구","560","192363.916","446772.946"
"4","0","국회앞노변분리대","","노변분리대","0","11064.00000000","0E-8","영등포구","560","192688.174","447639.739"
"8","0","남부순환로수벽","","수벽","0","1000.00000000","0E-8","서초구","650","199394.956","441704.856"
"12","0","가락사거리녹지대","","도로변녹지","0","37080.00000000","0E-8","송파구","710","210206.575","444241.782"
"13","0","올림픽로 분리대","","중앙분리대","0","28907.00000000","0E-8","송파구","710","208875.358","446051.773"
"18","0","성내천둔치공원(오금동)","","하천변조경","0","26390.00000000","0E-8","송파구","710","212133.909","444824.072"
"21","0","풍납마을마당","","휴게소","0","1192.00000000","0E-8","송파구","710","210044.468","447568.4"
"25","0","신암중학교","암사동444","건물조경","0","1200.00000000","0E-8","강동구","740","211741.122","450735.582"
"31","0","일원가로공원","일원동","가로녹지대","0","10771.00000000","0E-8","강남구","680","206410.74","444027.954"
"32","0","수서ic녹지대","수서동","가로녹지대","0","33128.00000000","0E-8","강남구","680","208673.782","443760.29"
"35","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","194727.886","442708.799"
"39","0","헌릉로변녹지대","양재동 염곡사거리~내곡동","도로변녹지","0","1420.00000000","0E-8","서초구","650","206934.211","440049.147"
"43","0","테헤란로분리대","","분리녹지대","0","8253.00000000","0E-8","강남구","680","204950.492","445245.321"
"206","0","쌈지마당","상도동 159","기타","0","6582.00000000","0E-8","동작구","590","195093.67","444492.184"
"50","0","강동대로 분리대","","노변분리대","0","1991.00000000","0E-8","송파구","710","211853.125","446843.003"
"57","0","장안3거리녹지대","장안4동","광장녹지","0","520.00000000","1451.00000000","동대문구","230","206395.632","453238.472"
"240","0","시민의숲","","수벽","0","26000.00000000","0E-8","관악구","620","192486.702","443254.755"
"243","0","난지도길 중앙분리대","","중앙분리대","0","897.00000000","0E-8","마포구","440","190343.022","452322.66"
"63","0","한천로변","번동260-363","수벽","0","1200.00000000","35000.00000000","강북구","300","203561.343","459068.923"
"66","0","지하철2호선","","지하철환기구주변","0","64.00000000","0E-8","송파구","710","208762.691","446076.225"
"68","0","세곡동녹지대","세곡동","가로녹지대","0","23392.00000000","0E-8","강남구","680","209780.869","440489.955"
"75","0","우이천변제1녹지","창동 우이천변 제방","하천변 녹지","1996","950.00000000","3210.00000000","도봉구","320","203421.967","459419.431"
"78","0","목동교통광장","목동 812-6","일반녹지","0","1100.00000000","0E-8","양천구","470","187933.501","447812.872"
"81","0","계남초교앞","신정동 325-11","일반녹지","0","540.00000000","0E-8","양천구","470","187682.275","445669.758"
"85","0","세종로녹지대","종로구 세종로","","0","5101.00000000","26876.00000000","종로구","110","198011.068","452338.337"
"89","0","","","","0","0E-8","0E-8","송파구","710","209276.477","447312.276"
"91","0","소공원","","","0","0E-8","0E-8","송파구","710","210309.839","447266.693"
"102","0","영동대로분리대","","분리녹지대","0","8971.00000000","0E-8","강남구","680","205506.307","445666.805"
"104","0","테헤란로분리대","","분리녹지대","0","8253.00000000","0E-8","강남구","680","203572.217","444714.004"
"105","0","묵동삼거리 녹지대","동일로","도로변녹지","0","248.00000000","12.00000000","중랑구","260","206860.495","456927.7"
"107","0","국민대앞","","간이휴게소","0","50.00000000","420.00000000","성북구","290","199565.427","456737.103"
"109","0","성북천","안감내길","하천변 조경","0","8723.00000000","51802.00000000","성북구","290","201727.589","454250.324"
"112","0","염천교녹지대","의주로 염천교","광장녹지","0","224.00000000","2425.00000000","중구","140","197458.937","451144.373"
"113","0","한국은행앞녹지대","충무로1가 한국은행앞R","광장녹지","0","765.00000000","5427.00000000","중구","140","198319.498","451326.764"
"114","0","을지로4가녹지대","을지로4가R","광장녹지","0","1300.00000000","3052.00000000","중구","140","199859.581","451927.802"
"116","0","퇴계로5가녹지대","퇴계로5가R","광장녹지","0","200.00000000","5688.00000000","중구","140","200198.597","451527.727"
"117","0","퇴계로5가녹지대","퇴계로5가R","광장녹지","0","200.00000000","5688.00000000","중구","140","200255.307","451542.576"
"59","0","장한평녹지대","장한평로터리","광장녹지","0","1120.00000000","1440.00000000","동대문구","230","205745.047","451360.333"
"121","0","구청사","녹번동84번지","공공건물","0","1817.00000000","5878.00000000","은평구","380","193731.432","455897.705"
"124","0","동국대입구 녹지대","","광장녹지","0","60.00000000","846.00000000","중구","140","200241.424","451065.147"
"126","0","자유로분리대","성산대교-고양시계(난지도)","","0","21850.00000000","0E-8","마포구","440","188285.027","452715.656"
"127","0","공덕동 마을마당","공덕동 111-23","간이휴게소","0","132.00000000","0E-8","마포구","440","196503.928","449827.69"
"129","0","푸른거리(아현중학교앞)","","도로변녹지","0","228.00000000","0E-8","마포구","440","196260.032","450694.769"
"131","0","마포대교I.C","","광장녹지","0","28350.00000000","0E-8","마포구","440","194976.049","448727.349"
"133","0","세종로 공원인수","","광장녹지","0","8868.00000000","1073.00000000","종로구","110","197834.139","452667.254"
"134","0","세종로 녹지","","광장녹지","0","3471.00000000","1829.00000000","종로구","110","198021.097","452334.011"
"137","0","진흥로 녹지","","도로공원","0","160.00000000","293.00000000","종로구","110","196022.304","456576.642"
"138","0","청계로 분리대","","분리대","0","100.00000000","640.00000000","종로구","110","198090.545","452182.752"
"139","0","자하문 주변","","문화재 주변","0","1375.00000000","1878.00000000","종로구","110","197238.704","454334.391"
"140","0","구청사 녹지","","공공건물","0","764.00000000","2646.00000000","종로구","110","198196.805","452559.419"
"141","0","종로선3개소","","지하철환기구주변","0","292.00000000","2743.00000000","종로구","110","199348.074","452345.221"
"142","0","사직로 옆 녹지","","","0","0E-8","0E-8","종로구","110","197538.479","452904.77"
"145","0","공릉동 229-35","","자투리땅 녹지","0","150.00000000","286.00000000","노원구","350","207255.197","458289.291"
"147","0","경관 수림대","","수림대","0","1028.00000000","28060.00000000","노원구","350","205371.474","460179.715"
"149","0","중량천변경관 수림","","수림대","0","77200.00000000","303764.00000000","노원구","350","206346.815","457693.632"
"150","0","면목유수지사거리","면목5동","도로변녹지","0","1050.00000000","7368.00000000","중랑구","260","207054.87","453513.647"
"118","0","은평터널녹지대","","도로변녹지","0","980.00000000","2700.00000000","은평구","380","191332.04","454793.97"
"128","0","서서울(아)앞","","도로변녹지","0","177.00000000","0E-8","마포구","440","196299.704","450698.406"
"151","0","면목천길 녹지대","상봉2동~면목5동","도로변녹지","0","10273.00000000","15500.00000000","중랑구","260","207365.028","453844.992"
"153","0","푸른거리(아현초등-마포교)","","도로변녹지","0","1418.00000000","0E-8","마포구","440","195891.379","449727.285"
"155","0","신촌로타리녹지대","","광장녹지","0","343.00000000","0E-8","마포구","440","194448.153","450598.127"
"157","0","양화로푸른거리","","도로변녹지","0","892.00000000","0E-8","마포구","440","192602.918","450179.117"
"158","0","양화로푸른거리","","도로변녹지","0","892.00000000","0E-8","마포구","440","193420.095","450940.055"
"162","0","연남동가로공원녹지","연남동250","중앙분리대","0","1000.00000000","0E-8","마포구","440","193119.399","451744.156"
"163","0","푸른거리(홍대입구-성모병","","도로변녹지","0","667.00000000","0E-8","마포구","440","192347.872","451574.144"
"164","0","푸른거리(홍대입구-성모병","","도로변녹지","0","667.00000000","0E-8","마포구","440","192390.649","451515.278"
"167","0","강변로중앙분리대","강변3로","중앙분리대","0","2000.00000000","0E-8","용산구","170","195966.764","447347.132"
"172","0","홍제천변","","수림대","0","19300.00000000","0E-8","마포구","440","191300.441","451509.753"
"174","0","사천고가밑","","도로변녹지","0","1890.00000000","0E-8","마포구","440","193178.662","451374.301"
"177","0","","","","0","0E-8","0E-8","영등포구","560","194069.143","446712.825"
"178","0","구일역사앞","","도로변녹지","0","4000.00000000","0E-8","구로구","530","188769.627","444234.6"
"182","0","원효녹지대","이촌동173-1일대","광장녹지","0","19192.00000000","0E-8","용산구","170","195988.888","448043.894"
"183","0","삼각지 녹지대","한강로100-1일대","광장녹지","0","1200.00000000","0E-8","용산구","170","197717.245","448416.191"
"154","0","푸른거리(아현초등-마포교)","","도로변녹지","0","1418.00000000","0E-8","마포구","440","196149.802","450333.615"
"160","0","양화로푸른거리","","도로변녹지","0","892.00000000","0E-8","마포구","440","192900.09","450498.947"
"166","0","합정로변 푸른거리","2003.하반기 완공예정","","0","0E-8","0E-8","마포구","440","191928.493","450883.939"
"170","0","마포구청내","","공공건물","0","1925.00000000","0E-8","마포구","440","191933.049","451549.464"
"186","0","삼표골재 앞","성수1가 제1동 685","중앙분리대","0","115.00000000","0E-8","성동구","200","203207.351","449380.2"
"187","0","뚝섬길 입구","성수1가 제2동 674-8","수벽","0","210.00000000","0E-8","성동구","200","203888.773","450120.768"
"189","0","도선동13","도선동13","기타","0","41.00000000","0E-8","성동구","200","203174.585","451692.488"
"191","0","성수동2가757-1","성수동2가757-1","기타","0","50.00000000","0E-8","성동구","200","204761.617","448518.532"
"193","0","천호대로가로수아래","","도로변녹지","0","1123.00000000","0E-8","성동구","200","204647.264","451905.708"
"194","0","행당1동130-42","행당1동130-42","기타","0","17.00000000","0E-8","성동구","200","203436.381","450922.436"
"196","0","푸른거리(홍대입구-성모병","","도로변녹지","0","667.00000000","0E-8","마포구","440","192876.544","450821.559"
"199","0","불광천변","","수림대","0","10000.00000000","0E-8","마포구","440","191193.207","452172.749"
"168","0","한남동","한남동135-453번지","수벽","0","1167.00000000","0E-8","용산구","170","200324.553","448910.36"
"180","0","오류I.C녹지대","","도로변녹지","0","34500.00000000","0E-8","구로구","530","186503.297","444333.994"
"103","0","영동대로분리대","","분리녹지대","0","8971.00000000","0E-8","강남구","680","205868.693","444840.983"
"119","0","통일로","","노변분리대","0","1524.00000000","15109.00000000","은평구","380","192129.054","460619.514"
"122","0","청와대입구 녹지","","광장녹지","0","0E-8","5971.00000000","종로구","110","197928.437","453777.529"
"135","0","대학로변 녹지","","광장녹지","0","2872.00000000","1507.00000000","종로구","110","200193.172","453542.718"
"146","0","월계동 377-97","","자투리땅 녹지","0","96.00000000","57.00000000","노원구","350","205214.803","458251.331"
"197","0","이촌동철로변","이촌1동 철로변","도로변녹지","0","500.00000000","0E-8","용산구","170","197080.138","446995.967"
"110","0","성북천","안감내길","하천변 조경","0","8723.00000000","51802.00000000","성북구","290","201751.765","454260.595"
"136","0","삼청동 녹지","","광장녹지","0","3630.00000000","6708.00000000","종로구","110","198172.286","453872.734"
"156","0","강변로쉼터","","간이휴게소","0","340.00000000","0E-8","마포구","440","194238.293","449133.21"
"393","0","성산로(마포구청맞은편)","","수벽","0","550.00000000","0E-8","마포구","440","191873.453","451699.274"
"394","0","성산로(지하차도입구)","","중앙분리대","0","1500.00000000","0E-8","마포구","440","191031.791","451311.527"
"396","0","성산대교I.C","","광장녹지","0","35544.00000000","0E-8","마포구","440","190707.735","450840.646"
"397","0","사천고가밑","","도로변녹지","0","1890.00000000","0E-8","마포구","440","192887.272","451770.628"
"398","0","구청사","당산3가385-1","공공건물","0","400.00000000","0E-8","영등포구","560","190812.337","447426.48"
"399","0","당산동삼성apt앞","당산6가91-43","기타","0","1530.00000000","0E-8","영등포구","560","191538.098","448424.094"
"302","0","구나무단지녹지대","","도로변녹지","0","5000.00000000","0E-8","강서구","500","185002.211","452565.819"
"308","0","남부순환로","","중앙분리","0","10363.00000000","0E-8","관악구","620","197818.219","441880.87"
"311","0","남부순환로","","중앙분리","0","10363.00000000","0E-8","관악구","620","196599.513","442048.5"
"375","0","합정로변 푸른거리","2003.하반기 완공예정","","0","0E-8","0E-8","마포구","440","191931.54","450912.018"
"382","0","이태원입구외7개소","","도로변녹지","0","420.00000000","0E-8","용산구","170","198872.449","448426.507"
"389","0","오류I.C녹지대","","도로변녹지","0","34500.00000000","0E-8","구로구","530","186739.128","444159.842"
"385","0","서부이촌동 철로주변","이촌1동 철로변번지일대","수벽","0","200.00000000","0E-8","용산구","170","197794.233","446926.402"
"314","0","당산역사면","당산2동91-43","광장녹지","0","1000.00000000","0E-8","영등포구","560","191547.968","448387.783"
"321","0","성산ic","양화동1-114","광장녹지","0","8340.00000000","0E-8","영등포구","560","190217.66","449504.125"
"325","0","왕십리 교통광장","","","0","0E-8","0E-8","성동구","200","203280.451","451274.219"
"344","0","영등포ic","","도로변녹지","0","16145.00000000","0E-8","영등포구","560","192487.134","446603.806"
"348","0","자투리녹지(불광동)","불광동177-45","자투리녹지","0","16.00000000","100.00000000","은평구","380","193869.218","458078.889"
"356","0","푸른거리(홍대입구-성모병","","도로변녹지","0","667.00000000","0E-8","마포구","440","192319.412","451580.424"
"401","0","병무청앞","신길7동","기타","0","300.00000000","0E-8","영등포구","560","192805.555","445148.498"
"402","0","대방천수림대","신길3동외","기타","0","6720.00000000","0E-8","영등포구","560","191075.889","444950.54"
"404","0","여의도 걷고싶은거리","여의도생태공원~여의나루역","","0","0E-8","0E-8","영등포구","560","193070.387","446753.011"
"405","0","구청앞사거리","","도로변녹지","0","304.00000000","0E-8","구로구","530","190141.765","443996.269"
"408","0","신도림역남측","","도로변녹지","0","250.00000000","0E-8","구로구","530","190562.36","445282.119"
"411","0","온수동길녹지","","도로변녹지","0","361.00000000","0E-8","구로구","530","185235.306","443774.989"
"210","0","길동 로타리 녹지","천호대로길동사거리","광장녹지","0","550.00000000","0E-8","강동구","740","212241.326","448323.47"
"217","0","길동 마을마당","길동75","마을마당","0","267.00000000","0E-8","강동구","740","213136.49","449257.426"
"26","0","잠원동녹지대","경부고속도로주흥교","광장녹지","0","3300.00000000","0E-8","서초구","650","201384.675","445657.783"
"38","0","헌릉로변녹지대","양재동 염곡사거리~내곡동","도로변녹지","0","1420.00000000","0E-8","서초구","650","205273.418","439736.554"
"47","0","올림픽로 분리대","","중앙분리대","0","28907.00000000","0E-8","송파구","710","206416.997","445719.422"
"216","0","암사동 수벽","암사동135-1","수벽","0","190.00000000","0E-8","강동구","740","211613.76","451123.276"
"185","0","동작대교옆","이촌동 301번지","도로변녹지","0","3950.00000000","0E-8","용산구","170","198483.526","446354.06"
"195","0","시흥대로(가로수아래)","시흥동","도로변녹지","1999","0E-8","0E-8","금천구","540","191229.438","440229.981"
"198","0","한강대교입구","이촌동212-1일대","광장녹지","0","3457.00000000","0E-8","용산구","170","196521.615","447037.762"
"224","0","동작대로","","수벽","0","1300.00000000","0E-8","관악구","620","198743.79","440996.233"
"227","0","낙성대","","도록변녹지","0","0E-8","0E-8","관악구","620","196302.427","441094.411"
"228","0","성산대교I.C","","광장녹지","0","35544.00000000","0E-8","마포구","440","190802.952","450816.876"
"231","0","용산선철로연변","","수림대","0","48537.00000000","0E-8","마포구","440","193322.507","451174.085"
"233","0","강동대로 녹지","강동대로(풍납사거리-둔촌","광장녹지","0","0E-8","0E-8","강동구","740","211420.43","447151.783"
"511","0","개화ic녹지대","","광장녹지","0","16800.00000000","0E-8","강서구","500","182168.594","453596.01"
"513","0","신월고가도로밑녹지대","","도로변녹지","0","1000.00000000","0E-8","강서구","500","186688.166","447664.82"
"514","0","원당사거리","","도로변녹지","0","50.00000000","0E-8","강서구","500","185727.738","450978.757"
"515","0","능말길녹지","","도로변녹지","0","650.00000000","0E-8","강서구","500","183449.443","453116.896"
"516","0","공항로중앙분대대","","중앙분리대","0","5466.00000000","0E-8","강서구","500","186647.512","450848.15"
"473","0","상도터널(본동쪽)","본동 산7-9","도로변녹지","0","704.00000000","0E-8","동작구","590","195867.735","445716.326"
"412","0","오류I.C녹지대","","도로변녹지","0","0E-8","0E-8","구로구","530","186570.508","444357.981"
"413","0","남산3호터널","용산동455번지","수벽","0","600.00000000","0E-8","용산구","170","198948.834","449429.729"
"415","0","한강대교입구","이촌동212-1일대","광장녹지","0","3457.00000000","0E-8","용산구","170","196569.358","447070.056"
"417","0","성산로(마포구청맞은편)","","수벽","0","550.00000000","0E-8","마포구","440","191653.705","451637.023"
"317","0","양화ic","양평2동184-4일대","광장녹지","0","35815.00000000","0E-8","영등포구","560","191012.801","448884.072"
"340","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","195220.659","442588.943"
"381","0","강변로 약사회앞","이촌1동","도로변녹지","0","9022.00000000","0E-8","용산구","170","197032.742","446716.349"
"330","0","송정동 동민의 집","송정동73-922일대","기타","0","10.00000000","0E-8","성동구","200","206042.874","450164.611"
"400","0","중소기업전시장앞","여의도","기타","0","2400.00000000","0E-8","영등포구","560","193394.574","447370.875"
"406","0","구청앞사거리","","도로변녹지","0","304.00000000","0E-8","구로구","530","190168.647","444014.523"
"421","0","여의도우체국앞","여의도3번지","기타","0","1283.00000000","0E-8","영등포구","560","193410.584","446981.83"
"422","0","구청앞사거리","","도로변녹지","0","304.00000000","0E-8","구로구","530","190149.319","443955.309"
"427","0","원효녹지대","이촌동173-1일대","광장녹지","0","19192.00000000","0E-8","용산구","170","196098.925","448089.163"
"428","0","원효녹지대","이촌동173-1일대","광장녹지","0","19192.00000000","0E-8","용산구","170","196002.531","447985.985"
"430","0","삼각지 녹지대","한강로100-1일대","광장녹지","0","1200.00000000","0E-8","용산구","170","197740.908","448444.063"
"432","0","중지도","이촌동302-20일대","도로변녹지","0","3600.00000000","0E-8","용산구","170","196326.716","446390.861"
"433","0","중지도","이촌동302-20일대","도로변녹지","0","3600.00000000","0E-8","용산구","170","196398.439","446512.563"
"438","0","이태원사거리절개지","이태원동114","도로변녹지","0","2260.00000000","0E-8","용산구","170","198998.31","448313.991"
"283","0","성수2가3동37","성수2가3동37","기타","0","14.00000000","0E-8","성동구","200","204763.574","449608.849"
"285","0","성수중학교뒤","성수1가2동685","도로변녹지","0","275.00000000","0E-8","성동구","200","203343.157","449911.065"
"251","0","","답십리동 323-3번지","","0","82.00000000","23.00000000","동대문구","230","204644.236","452289.089"
"256","0","양화교ic녹지대","","광장녹지","0","2665.00000000","0E-8","강서구","500","189318.107","449837.154"
"260","0","원당사거리","","도로변녹지","0","50.00000000","0E-8","강서구","500","185673.304","450987.411"
"272","0","시흥IC","","도로변녹지","0","8230.00000000","0E-8","관악구","620","191131.733","442295.289"
"279","0","성산ic","양화동1-114","광장녹지","0","8340.00000000","0E-8","영등포구","560","190114.442","449634.239"
"289","0","양남사거리","","광장녹지","0","1219.00000000","0E-8","영등포구","560","190296.683","446955.525"
"290","0","군자동마을마당","군자동 98-22","마을마당","0","525.00000000","0E-8","광진구","210","206706.414","450108.669"
"291","0","능동마을마당","능동 237-3","마을마당","0","309.00000000","0E-8","광진구","210","207386.746","450633.132"
"352","0","연남동가로공원녹지","연남동250","중앙분리대","0","1000.00000000","0E-8","마포구","440","193100.428","451773.409"
"423","0","시흥I.C녹지대","","도로변녹지","0","8230.00000000","0E-8","구로구","530","190999.417","442213.053"
"436","0","잠수교철로변 녹지","서빙고동","도로변녹지","0","4920.00000000","0E-8","용산구","170","199786.002","446874.538"
"287","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","194408.869","442887.177"
"267","0","동작대로","","중앙분리","0","11715.00000000","0E-8","관악구","620","198884.648","440845.912"
"294","0","시흥IC","","도로변녹지","0","8230.00000000","0E-8","관악구","620","191128.775","442230.98"
"298","0","남부순환로","","중앙분리","0","10363.00000000","0E-8","관악구","620","196215.937","442236.705"
"204","0","구청사주변녹지","노량진동 47-2","공공건물","0","1200.00000000","0E-8","동작구","590","194701.71","445882.08"
"213","0","둔촌동 삼각녹지","길동178-2","광장녹지","0","575.00000000","0E-8","강동구","740","213422.09","448701.069"
"230","0","양화대교I.C","","광장녹지","0","52297.00000000","0E-8","마포구","440","191843.395","449774.746"
"234","0","천호대로 수림대","상일동9-4, 길동2-2","수림대","0","10000.00000000","0E-8","강동구","740","213888.144","448964.046"
"2","0","영등포ic","","도로변녹지","0","16145.00000000","0E-8","영등포구","560","192496.874","446638.939"
"5","0","여의도일원","","수벽","0","3508.00000000","0E-8","영등포구","560","192467.77","447263.685"
"9","0","서초로수벽","강남역~서초역","수벽","0","200.00000000","0E-8","서초구","650","202271.25","444197.033"
"218","0","잠실대교","광장동704","광장녹지","0","11077.00000000","0E-8","광진구","210","207829.599","447760.127"
"226","0","문성터널","","간이휴게소","0","1531.00000000","0E-8","관악구","620","193329.705","442167.64"
"6","0","노들길수림대","","하천변조경","0","19940.00000000","0E-8","영등포구","560","191907.204","447849.889"
"11","0","반포천수림대","성모병원사거리~이수교차로","수림대","0","6142.00000000","0E-8","서초구","650","200032.371","444670.53"
"14","0","올림픽로 분리대","","중앙분리대","0","28907.00000000","0E-8","송파구","710","208661.941","445917.683"
"17","0","송파대로변 수벽","","수벽","0","2250.00000000","0E-8","송파구","710","210608.846","443423.158"
"19","0","올림픽대로주변","","수림대","0","98600.00000000","0E-8","송파구","710","209474.937","447586.656"
"207","0","쌈지마당","상도동 159","기타","0","6582.00000000","0E-8","동작구","590","195120.649","444549.899"
"219","0","구청사내","자양동 777","광장녹지","0","3000.00000000","0E-8","광진구","210","207304.76","448808.894"
"3","0","국회앞노변분리대","","노변분리대","0","11064.00000000","0E-8","영등포구","560","192873.736","447399.743"
"296","0","봉림교","","도로변녹지","0","5045.00000000","0E-8","관악구","620","193433.855","442783.137"
"209","0","고덕동길외 1개노선 녹지","고덕동140, 145, 183-1","광장녹지","0","1700.00000000","0E-8","강동구","740","214645.3","449863.256"
"235","0","잠실대교","광장동704","광장녹지","0","11077.00000000","0E-8","광진구","210","207929.177","447782.361"
"16","0","약진로수벽","","수벽","0","310.00000000","0E-8","송파구","710","211398.441","441257.821"
"20","0","탄천제방주변","","수림대","0","72000.00000000","0E-8","송파구","710","208923.291","443997.433"
"22","0","신암중학교","암사동444","건물조경","0","1200.00000000","0E-8","강동구","740","211759.284","450650.506"
"28","0","삼성역녹지대","삼성동159-3외10필지","가로녹지대","0","3832.00000000","0E-8","강남구","680","205613.785","445541.57"
"30","0","매봉터널녹지대","도곡동","가로녹지대","0","2728.00000000","0E-8","강남구","680","204341.652","443368.23"
"33","0","세곡동녹지대","세곡동","가로녹지대","0","23392.00000000","0E-8","강남구","680","209626.05","440627.176"
"36","0","양남사거리","","광장녹지","0","1219.00000000","0E-8","영등포구","560","190302.155","446942.32"
"41","0","테헤란로분리대","","분리녹지대","0","8253.00000000","0E-8","강남구","680","204049.972","444898.071"
"42","0","테헤란로분리대","","분리녹지대","0","8253.00000000","0E-8","강남구","680","204268.367","444982.695"
"45","0","언주로분리대","","분리녹지대","0","1506.00000000","0E-8","강남구","680","204934.041","442175.904"
"211","0","선사주거지앞 녹지","선사초등-점마을","광장녹지","0","1050.00000000","0E-8","강동구","740","211472.317","450737.739"
"214","0","강동대로 녹지","강동대로(풍납사거리-둔촌","광장녹지","0","0E-8","0E-8","강동구","740","210914.07","447430.955"
"215","0","강동대로 중앙분리대","성내동485-둔촌동337-9","중앙분리대","0","24286.00000000","0E-8","강동구","740","212232.603","446692.81"
"161","0","연남동가로공원녹지","연남동250","중앙분리대","0","1000.00000000","0E-8","마포구","440","193284.941","451486.895"
"173","0","성산대교I.C","","광장녹지","0","35544.00000000","0E-8","마포구","440","190650.717","451003.567"
"244","0","상암택지광장4","상암24일대","광장녹지","0","708.00000000","0E-8","마포구","440","190995.456","452666.741"
"246","0","독막길걷고싶은거리","2003.하반기 완공예정","","0","0E-8","0E-8","마포구","440","195376.328","449286.297"
"247","0","합정로변 푸른거리","2003.하반기 완공예정","","0","0E-8","0E-8","마포구","440","191535.297","451428.836"
"248","0","청량리동 208-5","청량리동 208-5","기타","0","56.00000000","308.00000000","동대문구","230","204148.294","454149.063"
"249","0","답십리3동 마을마당","답십리3동 542-2","간이휴게소","0","1625.00000000","4310.00000000","동대문구","230","204312.201","452438.595"
"220","0","능동로상징보행가로","","광장녹지","0","1245.00000000","0E-8","광진구","210","206611.662","449886.462"
"222","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","194935.076","442652.397"
"236","0","잠실대교","광장동704","광장녹지","0","11077.00000000","0E-8","광진구","210","207732.124","447710.311"
"238","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","195695.49","442557.292"
"253","0","구청앞녹지대","녹번동84","광장녹지","0","760.00000000","620.00000000","은평구","380","193727.742","455855.016"
"254","0","합정로변 푸른거리","2003.하반기 완공예정","","0","0E-8","0E-8","마포구","440","192269.186","450187.812"
"255","0","합정로변 푸른거리","2003.하반기 완공예정","","0","0E-8","0E-8","마포구","440","192320.642","450081.573"
"258","0","행주ic녹지대","","광장녹지","0","249864.00000000","0E-8","강서구","500","182598.899","454708.244"
"262","0","공항로변수벽","","수벽","0","2644.00000000","0E-8","강서구","500","184702.687","451012.618"
"265","0","개화동길수벽","","수벽","0","583.00000000","0E-8","강서구","500","182607.934","452625.392"
"269","0","남부순환로","","중앙분리","0","10363.00000000","0E-8","관악구","620","194775.653","442588.433"
"271","0","구의동마을마당","구의동 91","마을마당","0","500.00000000","0E-8","광진구","210","208243.86","449912.405"
"46","0","양화I.C녹지","목동 570","일반녹지","0","1450.00000000","0E-8","양천구","470","189425.555","449691.784"
"242","0","양화대교I.C","","광장녹지","0","52297.00000000","0E-8","마포구","440","191930.504","449842.871"
"274","0","남부순환로","","중앙분리","0","10363.00000000","0E-8","관악구","620","196122.904","442282.977"
"277","0","양화ic","양평2동184-4일대","광장녹지","0","35815.00000000","0E-8","영등포구","560","191283.084","448616.527"
