"고유번호","녹지대ID","녹지대명","주소한글","녹지대분류","녹지대조성년도","녹지대면적","조경량","구명","구코드","X 좌표","Y 좌표"
"341","0","양남사거리","","광장녹지","0","1219.00000000","0E-8","영등포구","560","190303.176","447001.763"
"332","0","성수1가2동671-126","성수1가2동671-126","기타","0","200.00000000","0E-8","성동구","200","203986.061","450199.709"
"338","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","194307.779","442944.257"
"342","0","양남사거리","","광장녹지","0","1219.00000000","0E-8","영등포구","560","190256.206","446961.454"
"347","0","철도변수림대","","수림대","0","12000.00000000","1640.00000000","은평구","380","190479.642","453739.915"
"349","0","연남동가로공원녹지","연남동250","중앙분리대","0","1000.00000000","0E-8","마포구","440","193178.862","451652.57"
"350","0","연남동가로공원녹지","연남동250","중앙분리대","0","1000.00000000","0E-8","마포구","440","193155.883","451688.434"
"351","0","연남동가로공원녹지","연남동250","중앙분리대","0","1000.00000000","0E-8","마포구","440","193134.511","451721.546"
"353","0","연남동가로공원녹지","연남동250","중앙분리대","0","1000.00000000","0E-8","마포구","440","193094.636","451827.104"
"355","0","푸른거리(홍대입구-성모병","","도로변녹지","0","667.00000000","0E-8","마포구","440","192223.161","451712.842"
"357","0","푸른거리(홍대입구-성모병","","도로변녹지","0","667.00000000","0E-8","마포구","440","192427.748","451428.261"
"323","0","목동교ic","","광장녹지","0","8500.00000000","0E-8","영등포구","560","190487.912","447794.804"
"331","0","성수2가3동284-32","성수2가3동284-32","기타","0","65.00000000","0E-8","성동구","200","204600.162","449804.605"
"343","0","양남사거리","","광장녹지","0","1219.00000000","0E-8","영등포구","560","190315.352","447009.298"
"345","0","mbc옆분리녹지대","여의도","중앙분리대","0","1899.00000000","0E-8","영등포구","560","193797.445","447060.134"
"358","0","푸른거리(홍대입구-성모병","","도로변녹지","0","667.00000000","0E-8","마포구","440","192536.288","451280.078"
"359","0","푸른거리(홍대입구-성모병","","도로변녹지","0","667.00000000","0E-8","마포구","440","192610.003","451170.437"
"517","0","공항로변수벽","","수벽","0","2644.00000000","0E-8","강서구","500","184413.682","451161.064"
"524","0","동작대로","","중앙분리","0","11715.00000000","0E-8","관악구","620","198952.019","440609.829"
"528","0","양화대교I.C","","광장녹지","0","52297.00000000","0E-8","마포구","440","191920.257","449819.861"
"534","0","월드컵터널상부녹지","","도로변녹지","0","20554.00000000","0E-8","마포구","440","190943.973","452467.836"
"546","0","성산대교I.C","","광장녹지","0","35544.00000000","0E-8","마포구","440","190794.179","450890.73"
"550","0","도림천변","대림3동785","수림대","0","3500.00000000","0E-8","영등포구","560","190608.841","444513.459"
"557","0","공릉동 224-18","","자투리땅 녹지","0","113.00000000","157.00000000","노원구","350","207130.857","458424.45"
"562","0","교통섬녹지대","녹번동 서부세무서 별관앞","","0","515.00000000","905.00000000","은평구","380","193586.767","455804.119"
"565","0","훈련원로가로분리대","장충동훈련원로","노변분리대","0","456.00000000","1624.00000000","중구","140","200231.724","451317.483"
"570","0","약수고가도로 하단 녹지대","신당동 약수고가도로 하단","기타","0","227.00000000","0E-8","중구","140","200956.232","450560.76"
"574","0","장충동2가 자투리녹지대","장충동2가193-221","광장녹지","0","79.00000000","1145.00000000","중구","140","200153.605","451099.381"
"583","0","서서울(아)앞","","도로변녹지","0","177.00000000","0E-8","마포구","440","196414.671","450828.886"
"586","0","푸른거리(아현초등-마포교)","","도로변녹지","0","1418.00000000","0E-8","마포구","440","196059.439","450192.128"
"592","0","남부순환로","","중앙분리","0","10363.00000000","0E-8","관악구","620","195673.78","442448.84"
"595","0","영등포ic","","도로변녹지","0","16145.00000000","0E-8","영등포구","560","192291.745","446709.386"
"526","0","남부순환로","","중앙분리","0","10363.00000000","0E-8","관악구","620","194654.181","442655.195"
"531","0","난지도길 중앙분리대","","중앙분리대","0","897.00000000","0E-8","마포구","440","189860.138","452823.762"
"536","0","남대문녹지대","남대문로5가29번지","광장녹지","0","2280.00000000","3063.00000000","중구","140","197810.573","451083.114"
"553","0","한솔apt방음벽뒤","양평동20-2","수림대","0","809.00000000","0E-8","영등포구","560","190139.158","449468.465"
"589","0","마포대교I.C","","광장녹지","0","28350.00000000","0E-8","마포구","440","194932.647","448694.29"
"597","0","순복음교회앞","여의도동1-2","노변분리대","0","1113.00000000","0E-8","영등포구","560","193105.506","447946.969"
"602","0","여의도일원","","수벽","0","3508.00000000","0E-8","영등포구","560","194052.233","446411.168"
"604","0","여의도일원","","수벽","0","3508.00000000","0E-8","영등포구","560","192541.732","447998.241"
"607","0","도림천변","대림3동785","수림대","0","3500.00000000","0E-8","영등포구","560","190663.656","444109.894"
"609","0","대림3동코오롱apt앞","대림3동","수림대","0","1500.00000000","0E-8","영등포구","560","190831.368","445225.706"
"614","0","서초로수벽","강남역~서초역","수벽","0","200.00000000","0E-8","서초구","650","202018.082","444098.519"
"615","0","서초로수벽","강남역~서초역","수벽","0","200.00000000","0E-8","서초구","650","200833.774","443673.717"
"616","0","서초로수벽","강남역~서초역","수벽","0","200.00000000","0E-8","서초구","650","201076.571","443767.109"
"617","0","서초로수벽","강남역~서초역","수벽","0","200.00000000","0E-8","서초구","650","202016.74","444125.785"
"621","0","탄천1교녹지대","","도로변녹지","0","4500.00000000","0E-8","송파구","710","207520.384","444673.535"
"631","0","고덕동길외 1개노선 녹지","고덕동140, 145, 183-1","광장녹지","0","1700.00000000","0E-8","강동구","740","214447.191","450749.985"
"632","0","길동 로타리 녹지","천호대로길동사거리","광장녹지","0","550.00000000","0E-8","강동구","740","212223.072","448314.865"
"441","0","동호로","금호동 332-3","수벽","0","154.00000000","0E-8","성동구","200","201421.222","449726.094"
"446","0","왕십리2동 974-12","왕십리2동 974-12","기타","0","15.00000000","0E-8","성동구","200","202693.333","451276.034"
"447","0","금호1가동 617-2","금호1가동 617-2","기타","0","11.00000000","0E-8","성동구","200","202155.832","450461.696"
"448","0","금호3가동 1266","금호3가동 1266","기타","0","20.00000000","0E-8","성동구","200","201728.965","449973.07"
"449","0","금호4가동 1564","금호4가동 1564","기타","0","20.00000000","0E-8","성동구","200","202443.104","449853.467"
"452","0","용답동(명문예식장사거리)","용답동(명문예식장사거리)","기타","0","30.00000000","0E-8","성동구","200","204288.509","452224.518"
"606","0","양화교앞","양평2동","하천변조경","0","18000.00000000","0E-8","영등포구","560","189786.973","449709.552"
"610","0","헌능로중앙분리대","염곡사거리~내곡동","중앙분리대","0","3750.00000000","0E-8","서초구","650","206850.514","439983.701"
"619","0","내곡ic녹지대","내곡동 헌릉로","광장녹지","0","41813.00000000","0E-8","서초구","650","206628.59","439821.856"
"628","0","올림픽로 분리대","","중앙분리대","0","28907.00000000","0E-8","송파구","710","208585.445","445893.921"
"442","0","사근제방길","마장동 811","수벽","0","700.00000000","0E-8","성동구","200","203994.63","452144.44"
"451","0","성수2가1동421","성수2가1동421","기타","0","39.00000000","0E-8","성동구","200","204571.237","448540.912"
"453","0","금호역주변","금호4가1467","기타","0","40.00000000","0E-8","성동구","200","201463.323","449852.537"
"425","0","오류I.C녹지대","","도로변녹지","0","34500.00000000","0E-8","구로구","530","186535.477","444314.897"
"429","0","동부이촌동 녹지대","이촌동301-5일대","광장녹지","0","2400.00000000","0E-8","용산구","170","196940.148","446930.194"
"434","0","반포로변","서빙고동 310번지","도로변녹지","0","3131.00000000","0E-8","용산구","170","199258.197","447747.516"
"439","0","서빙고로 동사무소옆","서빙고동 199-2","도로변녹지","0","286.00000000","0E-8","용산구","170","199259.573","446777.432"
"454","0","중구경계","왕십리1동14일대","도로변녹지","0","170.00000000","0E-8","성동구","200","202086.84","452417.735"
"459","0","왕십리문화공원","도선동35-2일대","간이휴게소","0","1315.00000000","0E-8","성동구","200","203116.255","451356.057"
"460","0","마장동 세림아파트도로변","","기타","0","134.00000000","0E-8","성동구","200","204034.506","451807.604"
"464","0","독산지역(안천)녹지","독산동 1094번지 6필지","완충녹지","1990","24938.00000000","0E-8","금천구","540","189693.264","440630.129"
"466","0","오류I.C녹지대","","도로변녹지","0","34500.00000000","0E-8","구로구","530","186640.505","444240.247"
"470","0","시흥역~시흥대로","독산동","도로변녹지","1999","2196.00000000","0E-8","금천구","540","190093.122","442343.358"
"474","0","구청사주변녹지","노량진동 47-2","공공건물","0","1200.00000000","0E-8","동작구","590","194624.104","445838.953"
"477","0","동작대로분리녹지대","사당동147","중앙분리대","0","2344.00000000","0E-8","동작구","590","198432.978","443146.037"
"481","0","상동터널중앙분리대","상도동610","중앙분리대","0","437.00000000","0E-8","동작구","590","195619.518","445117.25"
"482","0","명일동 상업지구내 녹지","명일동47-11 일대","광장녹지","0","3074.00000000","0E-8","강동구","740","213680.578","450471.084"
"485","0","신이문지하차도","이문3동신이문지하차도","기타","0","230.00000000","1032.00000000","동대문구","230","205901.027","455713.506"
"486","0","답십리5동 원동쌈지마당","답십리5동294-3","간이휴게소","0","700.00000000","156.00000000","동대문구","230","204742.334","452247.11"
"488","0","답십리5동 마을마당","답십리5동320-26","간이휴게소","0","572.00000000","994.00000000","동대문구","230","204721.904","452248.978"
"457","0","용산구경계","","수벽","0","37.00000000","0E-8","성동구","200","200984.854","449023.077"
"456","0","천호대로가로수아래","","도로변녹지","0","1123.00000000","0E-8","성동구","200","203959.959","452404.406"
"467","0","시흥I.C 녹지","독산동 141번지 8호외 4필","광장녹지","1980","16450.00000000","0E-8","금천구","540","191094.188","442066.753"
"479","0","상도동삼호아아파트앞","상도5동 121-21","기타","0","72.00000000","0E-8","동작구","590","196193.372","443802.161"
"484","0","이문1동독구말지하차도","이문1동독구말지하차도","기타","0","116.00000000","526.00000000","동대문구","230","205827.02","455461.088"
"463","0","독산지역(안천)녹지","독산동 1094번지 6필지","완충녹지","1990","24938.00000000","0E-8","금천구","540","190153.964","439923.005"
"469","0","시흥역~시흥대로","독산동","도로변녹지","1999","2196.00000000","0E-8","금천구","540","189500.291","442423.993"
"472","0","노량진수원지앞녹지대","","도로변녹지","0","4000.00000000","0E-8","동작구","590","195763.851","446113.607"
"478","0","동작대로분리녹지대","사당동147","중앙분리대","0","2344.00000000","0E-8","동작구","590","198407.684","442583.04"
"490","0","신설동 마을마당","신설동 109-7","간이휴게소","0","377.00000000","426.00000000","동대문구","230","202075.279","452511.309"
"491","0","전농3동 마을마당","전농3동 150-63일원","간이휴게소","0","1215.00000000","1404.00000000","동대문구","230","204812.443","453721.469"
"494","0","문화의거리 마을마당","청량리2동206-11일원","간이휴게소","0","1659.00000000","5092.00000000","동대문구","230","204093.324","454646.123"
"495","0","이문3동 마을마당","이문3동 240-5일원","간이휴게소","0","920.00000000","792.00000000","동대문구","230","205686.739","455921.054"
"497","0","용두동사거리녹지대","용두동","광장녹지","0","131.00000000","529.00000000","동대문구","230","202675.769","453145.857"
"498","0","역촌재개발2녹지","역촌2동230-5","경관녹지","0","546.00000000","0E-8","은평구","380","191905.38","456023.836"
"499","0","신사녹지대","역촌동44-28","광장녹지","0","1130.00000000","7476.00000000","은평구","380","192605.954","455580.803"
"403","0","대방천수림대","신길3동외","기타","0","6720.00000000","0E-8","영등포구","560","191303.984","444707.57"
"407","0","신도림역북측","","도로변녹지","0","1200.00000000","0E-8","구로구","530","190323.213","445597.598"
"418","0","성산대교I.C","","광장녹지","0","35544.00000000","0E-8","마포구","440","190562.916","451087.286"
"431","0","삼각지 녹지대","한강로100-1일대","광장녹지","0","1200.00000000","0E-8","용산구","170","197679.961","448495.841"
"435","0","효창운동장 주변","효창동 산7-9일대","도로변녹지","0","350.00000000","0E-8","용산구","170","196612.509","449203.448"
"437","0","한남대교 북단 녹지","한남동 440일대","도로변녹지","0","3756.00000000","0E-8","용산구","170","200940.589","447884.783"
"492","0","전농4동 마을마당","전농4동 272-1일원","간이휴게소","0","2321.00000000","0E-8","동대문구","230","204850.722","453175.233"
"500","0","수색입구녹지대","증산로","광장녹지","0","50.00000000","81.00000000","은평구","380","191464.417","453205.488"
"416","0","푸른거리(성모병원-마포구","","도로변녹지","0","213.00000000","0E-8","마포구","440","191997.522","451694.881"
"573","0","구민회관","을지로6가18-14","공공건물","0","600.00000000","1745.00000000","중구","140","200542.288","452111.016"
"564","0","청와대 입구 녹지","","광장녹지","0","2967.00000000","5971.00000000","종로구","110","198240.972","453654.797"
"582","0","서교동마을마당","서교동 365-1","간이휴게소","0","670.00000000","0E-8","마포구","440","193019.981","450041.761"
"584","0","아현동로타리녹지대","","광장녹지","0","170.00000000","0E-8","마포구","440","196360.05","450836.971"
"585","0","푸른거리(아현중학교앞)","","도로변녹지","0","228.00000000","0E-8","마포구","440","196218.553","450598.669"
"587","0","용마루고개녹지대","","도로변녹지","0","880.00000000","0E-8","마포구","440","196067.306","449169.286"
"588","0","용마루고개녹지대","","도로변녹지","0","880.00000000","0E-8","마포구","440","196183.565","449105.955"
"591","0","남부순환로","","중앙분리","0","10363.00000000","0E-8","관악구","620","195182.781","442509.999"
"593","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","194495.964","442838.759"
"594","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","195370.852","442570.622"
"596","0","양평동가로공원","양평2동","도로변녹지","0","15000.00000000","0E-8","영등포구","560","190507.729","449226.108"
"598","0","국회앞지하차로","여의도","노변분리대","0","3964.00000000","0E-8","영등포구","560","192897.921","447423.28"
"599","0","국회앞노변분리대","","노변분리대","0","11064.00000000","0E-8","영등포구","560","192782.434","447572.186"
"507","0","공항입구녹지대","","광장녹지","0","1049.00000000","0E-8","강서구","500","182924.03","451413.577"
"510","0","행주ic녹지대","","광장녹지","0","249864.00000000","0E-8","강서구","500","182960.587","454581.706"
"512","0","화곡ic녹지대","","광장녹지","0","32400.00000000","0E-8","강서구","500","187522.846","451681.345"
"764","0","한산중학교","둔촌동161-1","건물조경","0","0E-8","0E-8","강동구","740","212400.408","447684.143"
"765","0","성내초등학교","성내동300-3","건물조경","0","1500.00000000","0E-8","강동구","740","210806","447996.721"
"766","0","성내초등학교","성내동300-3","건물조경","0","1500.00000000","0E-8","강동구","740","210833.392","447980.883"
"769","0","한남대교입체교차로 녹지대","잠원동한남IC 녹지대","광장녹지","0","10010.00000000","0E-8","서초구","650","201523.375","446843.975"
"771","0","반포ic입체교차로녹지대","반포ic","광장녹지","0","9600.00000000","0E-8","서초구","650","201577.036","444903.732"
"772","0","반포ic입체교차로녹지대","반포ic","광장녹지","0","9600.00000000","0E-8","서초구","650","201706.915","444881.334"
"775","0","서초ic녹지대","서초동","광장녹지","0","41580.00000000","0E-8","서초구","650","202402.012","442583.152"
"776","0","서초ic녹지대","서초동","광장녹지","0","41580.00000000","0E-8","서초구","650","202355.979","442740.801"
"741","0","강변로변녹지대(합정동)","","도로변녹지대","0","784.00000000","0E-8","마포구","440","191464.884","450081.057"
"638","0","선사주거지앞 녹지","선사초등-점마을","광장녹지","0","1050.00000000","0E-8","강동구","740","211552.309","451000.86"
"641","0","암사동 소규모 화단","암사동420-7","광장녹지","0","59.00000000","0E-8","강동구","740","212395.43","450225.335"
"642","0","강동구 걷고싶은 거리","상일동147","광장녹지","0","0E-8","0E-8","강동구","740","213852.565","450464.612"
"643","0","원터가로공원 녹지","상일동167-2","광장녹지","0","3412.00000000","0E-8","강동구","740","213818.088","449717.377"
"644","0","둔촌로 가로녹지","둔촌사거리-둔촌역","광장녹지","0","0E-8","0E-8","강동구","740","211899.121","447036.526"
"646","0","명일초등학교앞 녹지","명일동418-18","광장녹지","0","0E-8","0E-8","강동구","740","212529.617","450570.731"
"647","0","보훈병원앞 녹지","보훈병원앞","광장녹지","0","0E-8","0E-8","강동구","740","212891.531","447671.103"
"649","0","강동대로 녹지","강동대로(풍납사거리-둔촌","광장녹지","0","0E-8","0E-8","강동구","740","210827.801","447479.104"
"650","0","강동대로 녹지","강동대로(풍납사거리-둔촌","광장녹지","0","0E-8","0E-8","강동구","740","211163.583","447293.496"
"651","0","강동대로 녹지","강동대로(풍납사거리-둔촌","광장녹지","0","0E-8","0E-8","강동구","740","211312.088","447211.051"
"652","0","강동대로 녹지","강동대로(풍납사거리-둔촌","광장녹지","0","0E-8","0E-8","강동구","740","211345.703","447192.347"
"653","0","강동대로 중앙분리대","성내동485-둔촌동337-9","중앙분리대","0","24286.00000000","0E-8","강동구","740","211536.01","447077.647"
"654","0","강동대로 중앙분리대","성내동485-둔촌동337-9","중앙분리대","0","24286.00000000","0E-8","강동구","740","211318.247","447198.116"
"624","0","올림픽대로녹지대","","도로변녹지","0","104000.00000000","0E-8","송파구","710","209431.094","447472.818"
"626","0","올림픽로 분리대","","중앙분리대","0","28907.00000000","0E-8","송파구","710","208867.598","446014.683"
"634","0","길동 로타리 녹지","천호대로길동사거리","광장녹지","0","550.00000000","0E-8","강동구","740","212276.156","448313.273"
"658","0","강동대로 중앙분리대","성내동485-둔촌동337-9","중앙분리대","0","24286.00000000","0E-8","강동구","740","212543.344","446520.672"
"659","0","강동대로 중앙분리대","성내동485-둔촌동337-9","중앙분리대","0","24286.00000000","0E-8","강동구","740","212197.341","446712.081"
"660","0","강동대로 중앙분리대","성내동485-둔촌동337-9","중앙분리대","0","24286.00000000","0E-8","강동구","740","212127.281","446750.551"
"665","0","천호대로 수림대","상일동9-4, 길동2-2","수림대","0","10000.00000000","0E-8","강동구","740","213959.389","449030.294"
"666","0","천호2동 휴식광장","천호동18-2","간이휴게소","0","49.00000000","0E-8","강동구","740","212271.13","449931.313"
"667","0","천호동 마을마당","천호동488-49","마을마당","0","617.00000000","0E-8","강동구","740","211562.222","448586.996"
"671","0","잠실대교","광장동704","광장녹지","0","11077.00000000","0E-8","광진구","210","207764.591","447830.982"
"808","0","명일동 상업지구내 녹지","명일동47-11 일대","광장녹지","0","3074.00000000","0E-8","강동구","740","213595.651","450317.409"
"780","0","삼성역녹지대","삼성동159-3외10필지","가로녹지대","0","3832.00000000","0E-8","강남구","680","205526.91","445509.364"
"783","0","양재천변녹지대","영동2교~영동5교","가로녹지대","0","7884.00000000","0E-8","강남구","680","204545.122","442949.441"
"784","0","양재천변녹지대","영동2교~영동5교","가로녹지대","0","7884.00000000","0E-8","강남구","680","204929.104","443242.721"
"786","0","매봉터널녹지대","도곡동","가로녹지대","0","2728.00000000","0E-8","강남구","680","204201.113","443694.119"
"787","0","수서ic녹지대","수서동","가로녹지대","0","33128.00000000","0E-8","강남구","680","208526.643","443731.186"
"789","0","성내천둔치공원(오금동)","","하천변조경","0","26390.00000000","0E-8","송파구","710","212348.867","444592.196"
"790","0","올림픽대로주변","","수림대","0","98600.00000000","0E-8","송파구","710","209246.443","447339.324"
"793","0","세곡동녹지대","세곡동","가로녹지대","0","23392.00000000","0E-8","강남구","680","209483.987","440473.809"
"795","0","구청사","당산3가385-1","공공건물","0","400.00000000","0E-8","영등포구","560","190755.02","447446.159"
"796","0","교통섬","양평동외1개소","기타","0","400.00000000","0E-8","영등포구","560","190260.374","448912.939"
"797","0","원효녹지대","이촌동173-1일대","광장녹지","0","19192.00000000","0E-8","용산구","170","196208.555","448167.373"
"799","0","강변북로가로녹지","이촌2동 강변로","도로변녹지","0","200.00000000","0E-8","용산구","170","195887.445","447614.703"
"701","0","구의현대(아)전면","","광장녹지","0","850.00000000","0E-8","광진구","210","208632.821","448777.91"
"703","0","광나룻길 걷고 싶은 거리","","도로변녹지","0","975.00000000","0E-8","광진구","210","207253.929","449541.694"
"705","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","195575.66","442544.623"
"707","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","194742.06","442731.713"
"708","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","195200.845","442618.665"
"716","0","성동교 아래","사근동 81-1","중앙분리대","0","200.00000000","0E-8","성동구","200","203864.495","450463.187"
"717","0","성수대교 앞","성수동 1가685-27","중앙분리대","0","372.00000000","0E-8","성동구","200","203316.144","449080.309"
"726","0","둔촌동 로타리 녹지","둔촌동522외 7필지","광장녹지","0","2830.00000000","0E-8","강동구","740","211824.331","446961.967"
"731","0","낙성대","","도록변녹지","0","0E-8","0E-8","관악구","620","196397.557","441784.287"
"629","0","올림픽로 분리대","","중앙분리대","0","28907.00000000","0E-8","송파구","710","208511.235","445873.957"
"781","0","양재천변녹지대","영동2교~영동5교","가로녹지대","0","7884.00000000","0E-8","강남구","680","204505.862","442876.552"
"733","0","낙성대","","도록변녹지","0","0E-8","0E-8","관악구","620","196290.867","441255.489"
"633","0","길동 로타리 녹지","천호대로길동사거리","광장녹지","0","550.00000000","0E-8","강동구","740","212236.45","448310.747"
"637","0","선사주거지앞 녹지","선사초등-점마을","광장녹지","0","1050.00000000","0E-8","강동구","740","211468.964","450792.265"
"639","0","선사주거지앞 녹지","선사초등-점마을","광장녹지","0","1050.00000000","0E-8","강동구","740","211670.239","451270.608"
"657","0","강동대로 중앙분리대","성내동485-둔촌동337-9","중앙분리대","0","24286.00000000","0E-8","강동구","740","210624.188","447581.631"
"661","0","강동대로 중앙분리대","성내동485-둔촌동337-9","중앙분리대","0","24286.00000000","0E-8","강동구","740","212057.103","446789.285"
"664","0","천호대로 수림대","상일동9-4, 길동2-2","수림대","0","10000.00000000","0E-8","강동구","740","213754.368","448924.963"
"696","0","송정마을","송정72-22외 2필지","휴게소","0","347.00000000","0E-8","성동구","200","206149.565","450652.393"
"700","0","구의현대(아)전면","","광장녹지","0","850.00000000","0E-8","광진구","210","208503.509","448678.555"
"603","0","여의도일원","","수벽","0","3508.00000000","0E-8","영등포구","560","193156.997","446614.667"
"612","0","남부순환로수벽","","수벽","0","1000.00000000","0E-8","서초구","650","199464.608","441706.199"
"622","0","가락사거리녹지대","","도로변녹지","0","37080.00000000","0E-8","송파구","710","210112.809","444373.574"
"625","0","탄천2교녹지대","","도로변녹지","0","3500.00000000","0E-8","송파구","710","206661.743","444934.207"
"627","0","올림픽로 분리대","","중앙분리대","0","28907.00000000","0E-8","송파구","710","208837.038","445947.278"
"673","0","구리시계","광장동","광장녹지","0","288.00000000","0E-8","광진구","210","210032.263","450977.489"
"675","0","선사주거지앞 녹지","선사초등-점마을","광장녹지","0","1050.00000000","0E-8","강동구","740","211463.883","450792.334"
"685","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","194883.947","442663.631"
"691","0","독서당길 주변","행당동 1,529","도로변녹지","0","85.00000000","0E-8","성동구","200","203020.117","450533.071"
"697","0","행당2동 마을마당","행당2동 347-5","휴게소","0","142.00000000","0E-8","성동구","200","202563.797","451064.848"
"709","0","낙성대","","중앙분리대","0","0E-8","0E-8","관악구","620","196380.092","441793.941"
"711","0","금호터널 남측","금호3가 542","도로변녹지","0","2682.00000000","0E-8","성동구","200","201349.517","449963.271"
"714","0","하왕십리2동마을마당","하왕십리999-3","휴게소","0","321.00000000","0E-8","성동구","200","202503.505","451320.728"
"695","0","성수2가1동 마을마당","성수2가1동416-2","휴게소","0","328.00000000","0E-8","성동구","200","204556.153","448515.473"
"706","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","195580.464","442571.516"
"712","0","한대앞 광장","행당1동 158","도로변녹지","0","2300.00000000","0E-8","성동구","200","203523.166","450968.18"
"715","0","성수2가마을마당","성수2가 595","휴게소","0","734.00000000","0E-8","성동구","200","204973.603","448505.427"
"719","0","천호대로","","수벽","0","468.00000000","0E-8","광진구","210","208498.92","449800.884"
"720","0","강변로변","","수벽","0","1250.00000000","0E-8","광진구","210","205350.625","448049.323"
"721","0","강변로변","","수벽","0","1250.00000000","0E-8","광진구","210","206651.855","447547.879"
"723","0","군자역사","","지하철환기구주변","0","65.00000000","0E-8","광진구","210","207020.021","450815.332"
"670","0","천호대교북측","광장동190-3","광장녹지","0","7369.00000000","0E-8","광진구","210","209392.616","449493.975"
"678","0","화양시장앞","","광장녹지","0","100.00000000","0E-8","광진구","210","206430.375","449816.521"
"687","0","서울대고개","","수벽","0","1628.00000000","0E-8","관악구","620","195657.756","441066.749"
"693","0","군자교~중랑천변","용답동 240-3제","수림대","0","7800.00000000","0E-8","성동구","200","206122.504","451046.034"
"702","0","선경(아)앞","","광장녹지","0","247.00000000","0E-8","광진구","210","207617.912","452180.459"
"704","0","광장동워커힐앞 입구","","광장녹지","0","400.00000000","0E-8","광진구","210","209666.974","450235.439"
"725","0","점마을 입구","암사동98-19","광장녹지","0","677.00000000","0E-8","강동구","740","211774.447","451665.277"
"727","0","봉천본동마을마당","","간이휴게소","0","216.00000000","0E-8","관악구","620","194293.551","442982.939"
"728","0","봉천동1-490","","간이휴게소","0","54.00000000","0E-8","관악구","620","196209.09","443415.468"
"729","0","봉천동196-309","","간이휴게소","0","166.00000000","0E-8","관악구","620","196594.233","441746.604"
"730","0","신림동197-69","","간이휴게소","0","208.00000000","0E-8","관악구","620","192902.771","442118.354"
"736","0","양화대교I.C","","광장녹지","0","52297.00000000","0E-8","마포구","440","191957.953","449685.352"
"737","0","양화대교I.C","","광장녹지","0","52297.00000000","0E-8","마포구","440","192043.701","449658.318"
"739","0","난지도길 가로녹지","","도로변녹지","0","12268.00000000","0E-8","마포구","440","190510.409","452069.333"
"635","0","길동 로타리 녹지","천호대로 길동사거리","광장녹지","0","550.00000000","0E-8","강동구","740","212260.1","448241.545"
"636","0","길동 로타리 녹지","천호대로 길동사거리","광장녹지","0","550.00000000","0E-8","강동구","740","212217.186","448257.082"
"426","0","한남동 로타리 녹지대","한남동산 10-30번지","광장녹지","0","621.00000000","0E-8","용산구","170","200259.84","449737.719"
"679","0","광장동 사거리","광장동 250","광장녹지","0","600.00000000","0E-8","광진구","210","208507.948","449068.212"
"682","0","능동로상징보행가로","","광장녹지","0","1245.00000000","0E-8","광진구","210","206868.095","450463.587"
"688","0","동작대로","","수벽","0","1300.00000000","0E-8","관악구","620","198930.235","440434.82"
"689","0","낙성대","","중앙분리대","0","0E-8","0E-8","관악구","620","196382.281","441600.109"
"690","0","낙성대","","중앙분리대","0","0E-8","0E-8","관악구","620","196347.093","441434.233"
"656","0","강동대로 중앙분리대","성내동485-둔촌동337-9","중앙분리대","0","24286.00000000","0E-8","강동구","740","210928.51","447413.34"
"663","0","거여동길수벽","거여동길","수벽","0","588.00000000","0E-8","강동구","740","212731.115","446511.223"
"694","0","장안평역 주변","장안동224-3도","지하철환기","0","1400.00000000","0E-8","성동구","200","205722.19","451295.793"
"699","0","능동로상징보행가로","","광장녹지","0","1245.00000000","0E-8","광진구","210","206961.124","450735.281"
"601","0","노들길변","","수벽","0","770.00000000","0E-8","영등포구","560","190464.773","449266.772"
"605","0","노들길수림대","","하천변조경","0","19940.00000000","0E-8","영등포구","560","193123.744","446272.819"
"620","0","내곡ic녹지대","내곡동 헌릉로","광장녹지","0","41813.00000000","0E-8","서초구","650","206605.436","439735.198"
"744","0","가양대교북단주변녹지","","도로변녹지","0","500.00000000","0E-8","마포구","440","188278.166","452768.733"
"746","0","성산로변녹지","","도로변녹지","0","1450.00000000","0E-8","마포구","440","192457.372","451845.202"
"748","0","동교로타리녹지대","2003.하반기 완공예정","","0","0E-8","0E-8","마포구","440","193514.364","451046.263"
"751","0","독막길걷고싶은거리","2003.하반기 완공예정","","0","0E-8","0E-8","마포구","440","195159.775","449099.617"
"752","0","jc공원","","휴게소","0","3000.00000000","0E-8","송파구","710","210207.732","447057.401"
"756","0","구의회 주차장","성내동541-1","건물조경","0","400.00000000","0E-8","강동구","740","211209.681","447739.404"
"686","0","봉천복개로","","노변분리","0","9489.00000000","0E-8","관악구","620","195487.456","442583.321"
"692","0","뚝섬역 앞","성수1가2동 656","도로변녹지","0","185.00000000","0E-8","성동구","200","203954.027","449875.072"
"698","0","삼표골재 앞","성수1가 제1동 685","중앙분리대","0","115.00000000","0E-8","성동구","200","203216.131","449443.613"
